"V1","V2","V3","V4","V5","V6","V7","V8","V9"
-0.0223090286056872,-0.0437045469011124,-0.0243209791927111,-0.0464833809943582,-0.0296706089294152,-0.0317978812535314,-0.0460931310804167,-0.0229445759201339,0.00341799171880573
0.0171751997769588,0.0462197299779769,0.017571720008128,0.053892189943578,-0.0151234561781282,0.0173492415939508,0.0167387385421631,0.0140813617551015,0.011718118879968
0.0180588010495316,0.0499156928426818,0.0530452828700361,0.0296807174558829,0.0236180800686593,0.0333638399162795,0.022046967350937,0.0261139832149313,0.0396515237454801
0.00399160132872801,-0.0150650839874687,0.000430983926207073,0.0181369557738636,0.0142398204825599,-0.00817107837570338,0.00130428280172572,0.00608547987367212,0.000100160472946808
0.0171121988623961,0.0226194043863373,0.0103881487497477,-0.00264024781392059,0.0569661987649657,0.0339184476625769,0.0178949572332786,0.025428439235956,0.0564808377547237
-0.0182513907058311,-0.0391585375206235,-0.0313542312917943,-0.00713076577773808,-0.00588177363980529,-0.00176578543456145,-0.00775706819095539,-0.0151502489166945,-0.026392422234404
-0.015440376876866,0.0054052871945566,-0.00358052351320578,0.00622252278531943,0.023255857150422,-0.00234795293977916,0.00382991204381706,-0.00706123275767836,-0.00604643473503375
0.0049359679186888,0.00139525957007051,0.00866497554597593,0.0177582458283649,0.0352720073516202,0.0266163894954487,0.025832802643859,0.0184619223033556,-0.0102952019641961
-0.0150108902078375,-0.0159176999841618,-0.0110205314479121,-0.00588195826136834,-0.0166026548266241,-0.0283681318875781,-0.0364490195871884,-0.0148210130858725,0.0150712624477463
-0.00107632033367393,-0.0175841381174923,0.00463272284452903,-0.00553820381503449,0.00695943737185957,0.000640588214672988,0.0135332708381276,-0.00123121494105085,0.0402370266086808
0.00415883321565236,0.0226659030849601,0.0109773422619399,-0.00161781817403068,0.0145399816910728,6.66672559695915e-06,-0.0148706318484336,-0.000206198682415061,0.00639495440528379
-0.00953879768376861,-0.0105070989723001,-0.007375099265722,-0.00571278973740853,0.0342838228566108,0.0146758074033819,0.00493696475527882,-0.0050420062671414,0.0147245455043844
0.0187553494400653,0.0139206196398719,-0.00527943867743767,-0.00166761734687887,0.00549527701680427,0.0273340632955054,0.0366363839186535,0.0217769444993843,-0.0230988372522988
-0.0270433730343396,-0.0265128751749612,-0.0476209757064139,-0.0398780701519727,-0.063445145180339,-0.0256038911828913,-0.052014774668424,-0.0446167648809581,-0.0350203216880384
-0.0438980187754328,-0.028157308763334,-0.0595998303152651,-0.0709394377371453,-0.0594648564226755,-0.0436605899327663,-0.0871195211713781,-0.0592320850153399,-0.0273426701170329
-0.0334442725251048,-0.0166101202770399,-0.00461964561564265,-0.0734760727381228,-0.0318120268408566,-0.0419310448907905,-0.00164132456144134,-0.0590979688542588,-0.027603677271669
